id,master_parent,parent_id,depth,sort,level,nature,code,lib_a,id_a,lib_b,id_b,sex,value_a,value_b,value_c,value_d,ratio,confirmed,count,flag
11304,1867,11303,4,1906,183,True,T79,0,,0,,0,,,,,0,0,0,False
11315,1867,9701,3,639,183,True,DG216,0,,0,,0,,,,,0,0,0,False
11316,1867,11315,4,1907,183,True,T80,0,,0,,0,,,,,0,0,0,False
11326,1867,11315,4,1908,183,True,T81,0,,0,,0,,,,,0,0,0,False
11337,1867,11315,4,1909,183,True,T82,0,,0,,0,,,,,0,0,0,False
11348,1867,11315,4,1910,183,True,T83,0,,0,,0,,,,,0,0,0,False
11358,1867,11315,4,1911,183,True,T84,0,,0,,0,,,,,0,0,0,False
11369,1867,11315,4,1912,183,True,T85,0,,0,,0,,,,,0,0,0,False
11388,1867,11315,4,1914,183,True,T87,0,,0,,0,,,,,0,0,0,False
11396,1867,11315,4,1915,183,True,T88,0,,0,,0,,,,,0,0,0,False
11407,1867,9701,3,640,183,True,DG217,0,,0,,0,,,,,0,0,0,False
11408,1867,11407,4,1916,183,True,T90,0,,0,,0,,,,,0,0,0,False
11417,1867,11407,4,1917,183,True,T91,0,,0,,0,,,,,0,0,0,False
11426,1867,11407,4,1918,183,True,T92,0,,0,,0,,,,,0,0,0,False
11436,1867,11407,4,1919,183,True,T93,0,,0,,0,,,,,0,0,0,False
11449,1867,11407,4,1921,183,True,T95,0,,0,,0,,,,,0,0,0,False
11470,1867,12341,3,497,183,True,DG22,0,,0,,0,,,,,0,0,0,False
11549,1867,12341,3,499,183,True,DG23,0,,0,,0,,,,,0,0,0,False
11622,1867,12341,3,501,183,True,DG24,0,,0,,0,,,,,0,0,0,False
11660,1867,12341,3,503,183,True,DG25,0,,0,,0,,,,,0,0,0,False
11676,1867,12341,3,505,183,True,DG26,0,,0,,0,,,,,0,0,0,False
11699,1867,12341,3,507,183,True,DG27,0,,0,,0,,,,,0,0,0,False
11739,1867,12341,3,509,183,True,DG28,0,,0,,0,,,,,0,0,0,False
11750,1867,12341,3,511,183,True,DG29,0,,0,,0,,,,,0,0,0,False
11782,1867,12341,3,513,183,True,DG30,0,,0,,0,,,,,0,0,0,False
11801,1867,12341,3,515,183,True,DG31,0,,0,,0,,,,,0,0,0,False
11821,1867,12341,3,517,183,True,DG32,0,,0,,0,,,,,0,0,0,False
11856,1867,12341,3,519,183,True,DG33,0,,0,,0,,,,,0,0,0,False
11871,1867,12341,3,521,183,True,DG34,0,,0,,0,,,,,0,0,0,False
11911,1867,12341,3,523,183,True,DG35,0,,0,,0,,,,,0,0,0,False
12004,1867,12341,3,525,183,True,DG36,0,,0,,0,,,,,0,0,0,False
12006,1867,12341,3,527,183,True,DG37,0,,0,,0,,,,,0,0,0,False
12074,1867,12073,4,1501,183,True,,0,,0,,0,,,,,0,0,0,False
12084,1867,12073,4,1502,183,True,,0,,0,,0,,,,,0,0,0,False
12088,1867,12073,4,1503,183,True,,0,,0,,0,,,,,0,0,0,False
12099,1867,12073,4,1504,183,True,,0,,0,,0,,,,,0,0,0,False
12109,1867,12073,4,1505,183,True,,0,,0,,0,,,,,0,0,0,False
12115,1867,12073,4,1506,183,True,,0,,0,,0,,,,,0,0,0,False
12121,1867,12073,4,1507,183,True,,0,,0,,0,,,,,0,0,0,False
12132,1867,12073,4,1508,183,True,,0,,0,,0,,,,,0,0,0,False
12142,1867,12073,4,1509,183,True,,0,,0,,0,,,,,0,0,0,False
12145,1867,12073,4,1510,183,True,,0,,0,,0,,,,,0,0,0,False
12150,1867,12073,4,1511,183,True,,0,,0,,0,,,,,0,0,0,False
12153,1867,12073,4,1512,183,True,,0,,0,,0,,,,,0,0,0,False
12162,1867,12073,4,1513,183,True,,0,,0,,0,,,,,0,0,0,False
12172,1867,12073,4,1514,183,True,,0,,0,,0,,,,,0,0,0,False
12182,1867,12073,4,1515,183,True,,0,,0,,0,,,,,0,0,0,False
12183,1867,12073,4,1516,183,True,,0,,0,,0,,,,,0,0,0,False
15139,1867,10,1,73,183,False,,0,,0,,0,,,,,0,0,0,False
17791,1867,8793,4,1,183,False,,0,,0,,0,,,,,0,0,0,False
17797,1867,38784,4,1,183,False,,0,,0,,0,,,,,0,0,0,False
17799,1867,38784,4,2,183,False,,0,,0,,0,,,,,0,0,0,False
17800,1867,3337,4,1,183,False,,0,,0,,0,,,,,0,0,0,False
17824,1867,3021,4,446,183,False,,0,,0,,0,"0,82",,,"0,5",0,0,0,False
19740,1867,5293,3,1,183,False,I51.9,0,,0,,0,"0,5",,,"0,5",0,0,0,False
19750,1867,2410,2,1,183,False,B99,0,,0,,0,,,,,0,0,0,False
30596,1867,6045,3,422,183,False,,0,,0,,0,"0,66",,,"0,5",0,0,0,False
30598,1867,6936,3,0,183,False,,0,,0,,0,,,,,0,0,0,False
30600,1867,32447,0,192,183,False,,0,,0,,0,,,,,0,0,0,False
30853,1867,30862,6,4,183,False,,0,,0,,0,,,,,0,0,0,False
30869,1867,5293,3,2,183,False,,0,,0,,0,,,,,0,0,0,False
31138,1867,17896,3,5,183,False,,0,,0,,0,,,,,0,0,0,False
32003,1867,5758,3,8,183,False,,0,,0,,0,,,,,0,0,0,False
32126,1867,32003,4,0,183,False,,0,,0,,0,,,,,0,0,0,False
33356,1867,3177,0,2,183,False,,0,,0,,66,,,,,0,0,0,
33887,1867,3177,4,5,183,False,,0,,0,,66,,,,,0,0,0,
33888,1867,3177,4,6,183,False,,0,,0,,66,,,,,0,0,0,
33889,1867,3177,0,4,183,False,,0,,0,,66,,,,,0,0,0,
34599,1867,2410,0,135,183,False,,0,,0,,66,,,,,0,0,0,
35483,1867,3021,0,435,183,False,,0,,0,,66,,,,,0,0,0,
35663,1867,3177,0,503,183,False,,0,,0,,66,,,,,0,0,0,
35939,1867,3177,0,504,183,False,,0,,0,,66,,,,,0,0,0,
37569,1867,1949,3,7,183,False,,0,,0,,0,,,,,0,0,0,False
37572,1867,1949,3,4,183,False,E21.4,0,,0,,0,,,,,0,0,0,False
37573,1867,3538,3,4,183,False,E21.5,0,,0,,0,,,,,0,0,0,False
37752,1867,47148,6,4,183,False,,0,,0,,18,"0,66",,,"0,5",0,0,0,False
37810,1867,3021,5,438,183,False,,0,,0,,18,"0,82",,,"0,5",0,0,0,False
37820,1867,38780,3,1,183,False,,0,,0,,66,,,,,0,0,0,False
37821,1867,38780,3,0,183,False,,0,,0,,0,"0,605",,,"0,5",0,0,0,False
37822,1867,37821,4,2,183,False,,0,,0,,18,"0,5",,,"0,5",0,0,0,False
37996,1867,30596,4,15,183,False,,0,,0,,18,"0,72",,,"0,5",0,0,0,False
38006,1867,39796,5,3,183,False,,0,,0,,18,"0,78",,,"0,5",0,0,0,False
38044,1867,1775,3,14,183,False,,0,,0,,18,"0,82",,,"0,5",0,0,0,False
38105,1867,3337,3,510,183,False,,0,,0,,18,"0,73",,,"0,5",0,0,0,False
38239,1867,5233,4,0,183,False,,0,,0,,18,"0,82",,,"0,5",0,0,0,False
38243,1867,38239,5,5,183,False,,0,,0,,18,"0,82",,,"0,5",0,0,0,False
38448,1867,19750,3,1,183,False,,0,,0,,66,,,,,0,0,0,False
38463,1867,19750,3,2,183,False,A49,0,,0,,0,,,,,0,0,0,False
38512,1867,5758,4,10,183,False,,0,,0,,18,"0,82",,,"0,5",0,0,0,False
38552,1867,19735,5,0,183,False,,0,,0,,18,"0,5",,,"0,5",0,0,0,False
38736,1867,5257,3,1062,183,False,,0,,0,,18,"0,82",,,"0,5",0,0,0,
38737,1867,4834,3,342,183,False,,0,,0,,18,"0,82",,,"0,5",0,0,0,
38738,1867,38736,4,2,183,False,,0,,0,,18,"0,82",,,"0,5",0,0,0,
38776,1867,38784,4,0,183,False,,0,,0,,18,"0,82",,,"0,5",0,0,0,
38779,1867,3337,2,2,183,False,,0,,0,,18,"0,5",,,"0,5",0,0,0,
38780,1867,3337,2,514,183,False,,0,,0,,18,"0,5",,,"0,5",0,0,0,
38784,1867,3337,3,0,183,False,,0,,0,,18,"0,5",,,"0,5",0,0,0,
38966,1867,2478,5,10,183,False,,0,,0,,18,"0,66",,,"0,5",0,0,0,
39011,1867,5293,3,395,183,False,,0,,0,,18,"0,58",,,"0,5",0,0,0,
39029,1867,5758,3,0,183,False,,0,,0,,18,"0,5",,,"0,5",0,0,0,
39239,1867,39029,4,2,183,False,,0,,0,,18,"0,5",,,"0,5",0,0,0,
39339,1867,6320,6,0,183,False,,0,,0,,18,"0,5",,,"0,5",0,0,0,
39796,1867,6533,4,1283,183,False,L08,0,,0,,0,,,,,0,0,0,False
39843,1867,2415,6,1,183,False,,0,,0,,66,,,,,0,0,0,
39846,1867,2415,6,0,183,True,,0,,0,,66,,,,,0,0,0,
41381,1867,4436,,302,183,False,,0,,0,,18,"0,5",,,"0,5",0,0,0,
41511,1867,3337,,509,183,False,,0,,0,,18,"0,5",,,"0,5",0,0,0,
41919,1867,8193,2,1535,183,False,O99.8,0,,0,,0,,,,,0,0,0,False
42134,1867,3722,4,1854,183,False,E31.0,0,,0,,0,,,,,0,0,0,False
44637,1867,7810,4,0,183,False,N42.8,0,,0,,0,"0,82",,,"0,5",0,0,0,False
44667,1867,3538,3,0,183,False,,0,,0,,0,,,,,0,0,0,False
45402,1867,7574,4,540,183,False,N32,0,,0,,0,,,,,0,0,0,False
45403,1867,7574,4,543,183,False,N36,0,,0,,0,,,,,0,0,0,False
45452,1867,9374,4,1697,183,False,Q63,0,,0,,0,,,,,0,0,0,False
45463,1867,9374,4,1698,183,False,Q64.7,0,,0,,0,,,,,0,0,0,False
45984,1867,39029,3,1,183,False,,0,,0,,0,"0,5",,,"0,5",0,0,0,False
46080,1867,2410,2,136,183,False,,0,,0,,0,,,,,0,0,0,False
46545,1867,2411,0,3,183,False,A04.4,0,,0,,66,,,,,0,0,0,
48906,1867,3022,0,4,183,False,,0,,0,,66,,,,,0,0,0,
48937,1867,6665,0,1305,183,False,,0,,0,,66,,,,,0,0,0,
49143,1867,3021,0,456,183,False,,0,,0,,66,,,,,0,0,0,
49280,1867,2411,0,0,183,False,,0,,0,,66,,,,,0,0,0,
49535,1867,3538,0,8,183,False,,0,,0,,66,,,,,0,0,0,
50172,1867,50174,0,2,183,False,,0,,0,,66,,,,,0,0,0,
50174,1867,3177,0,521,183,False,,0,,0,,66,,,,,0,0,0,
50176,1867,3177,0,4,183,False,,0,,0,,66,,,,,0,0,0,
50198,1867,3129,0,425,183,False,,0,,0,,66,,,,,0,0,0,
50223,1867,9442,0,6538,183,False,,0,,0,,66,,,,,0,0,0,
50657,1867,2411,0,2,183,False,,0,,0,,66,,,,,0,0,0,
52503,1867,3185,0,1309,183,False,,0,,0,,66,,,,,0,0,0,
52739,1867,3185,0,1311,183,False,,0,,0,,66,,,,,0,0,0,
172,1867,30857,5,1,183,False,,25,1870,44,685,0,"0,5",,,"0,5",0,0,0,False
5848,1867,39029,3,0,183,True,DG104,25,33459,2,35,0,,,,,0,0,0,False
17892,1867,1939,1,4,183,False,,25,37575,2,10,0,,,,,0,0,0,False
6320,1867,30596,5,3,183,True,DG116,25,37575,6,108,0,,,,,0,0,0,False
31126,1867,1949,3,3,183,False,,25,37575,6,154,0,,,,,0,0,0,False
1997,1867,30857,5,3,183,True,,25,47936,6,47,0,"0,82",,,"0,5",0,0,0,False
1995,1867,30857,5,5,183,True,,25,47937,6,47,0,,,,,0,0,0,False
1996,1867,30857,5,7,183,True,,25,47938,6,47,0,,,,,0,0,0,False
